1,0,0.125887
2,0.0803,0.774689
3,0.108,1.42593
4,0.1188,2.09654
5,0.1212,2.75846
6,0.1201,3.65166
7,0.1172,4.23498
8,0.1196,4.71936
9,0.1132,5.73424
10,0.1263,6.51129
11,0.1239,7.04236
12,0.1245,7.76726
13,0.1197,8.43236
14,0.1265,8.86873
15,0.1219,9.90252
16,0.119,10.6743
17,0.1178,11.3702
18,0.1217,12.4616
19,0.1226,13.2446
20,0.1215,13.9312
21,0.1218,14.7167
22,0.1232,15.4274
23,0.1204,16.1185
24,0.1217,16.9296
25,0.1229,17.6104
26,0.1194,18.3342
27,0.1234,19.0338
28,0.1212,18.8821
29,0.1224,19.1451
30,0.1234,20.8577
31,0.1203,21.5049
32,0.1194,22.7622
33,0.1219,23.3825
34,0.1254,24.659
35,0.118,25.4086
36,0.1264,26.4764
37,0.1211,27.2616
38,0.1192,27.9772
39,0.1208,28.7082
40,0.1256,29.4545
41,0.124,30.1724
42,0.119,30.9167
43,0.1234,31.6536
44,0.1225,32.6174
45,0.1177,30.8936
46,0.1152,30.697
47,0.1223,32.4527
48,0.1235,34.7668
49,0.1196,34.0562
50,0.1215,33.2189
51,0.1211,36.9133
52,0.1211,37.4929
53,0.1254,38.2189
54,0.1227,38.9204
55,0.1175,39.6434
56,0.1166,40.3968
57,0.1232,41.1639
58,0.1202,41.767
59,0.1188,42.5091
60,0.1193,43.2679
61,0.1198,44.0058
62,0.1206,44.6992
63,0.1165,45.4493
64,0.1193,46.1708
65,0.1209,46.8867
66,0.1219,47.6118
67,0.1269,49.6425
68,0.1198,50.3559
69,0.1207,51.0802
70,0.1206,51.8462
71,0.115,50.6071
72,0.1179,52.8265
73,0.1202,54.368
74,0.1135,53.7938
75,0.1158,54.4634
76,0.1194,56.4202
77,0.1219,56.8059
78,0.1259,55.3712
79,0.1286,55.771
80,0.1185,56.467
